time,KE,T,PE,total E
4.235,818.742263996,1.06607065625,-2480.84656168,-1662.10429768
4.24,816.253127152,1.06282959265,-2478.32660578,-1662.07347862
4.245,813.817922718,1.05965875354,-2475.86269715,-1662.04477443
4.25,811.788588038,1.05701639067,-2473.83310303,-1662.04451499
4.255,810.154388621,1.05488852685,-2472.21967567,-1662.06528705
4.26,808.620524666,1.05289130816,-2470.69923319,-1662.07870852
4.265,806.960505858,1.05072982534,-2469.0291571,-1662.06865124
4.27,805.238551137,1.04848769679,-2467.28652954,-1662.0479784
4.275,803.720281806,1.0465107836,-2465.75100587,-1662.03072406
4.28,802.67548026,1.04515036492,-2464.69725408,-1662.02177382
4.285,802.300131244,1.04466162922,-2464.31692644,-1662.0167952
4.29,802.758403965,1.0452583385,-2464.76771469,-1662.00931072
4.295,804.208759115,1.04714682176,-2466.21546439,-1662.00670527
4.3,806.741881996,1.05044515885,-2468.76056769,-1662.0186857
4.305,810.25979228,1.0550257712,-2472.30484206,-1662.04504978
4.31,814.432930334,1.06045954471,-2476.50911969,-1662.07618936
4.315,818.844718762,1.06620406089,-2480.93973255,-1662.09501379
4.32,823.190746907,1.0718629517,-2485.29010087,-1662.09935396
4.325,827.31367766,1.07723135112,-2489.418835,-1662.10515734
4.33,831.032842158,1.08207401323,-2493.16017164,-1662.12732948
4.335,833.91980386,1.08583307794,-2496.09012533,-1662.17032147
4.34,835.28354349,1.08760878059,-2497.4954314,-1662.21188791
4.345,834.50224632,1.08659146656,-2496.72441397,-1662.22216765
4.35,831.409674884,1.08256468084,-2493.60458133,-1662.19490645
4.355,826.415181042,1.07606143365,-2488.55705863,-1662.14187759
4.36,820.341717352,1.0681532778,-2482.42522138,-1662.08350403
4.365,814.144861996,1.06008445572,-2476.17864449,-1662.0337825
4.37,808.696514534,1.0529902533,-2470.69287797,-1661.99636343
4.375,804.616882779,1.04767823278,-2466.60156255,-1661.98467977
4.38,802.175910064,1.0444998829,-2464.16947987,-1661.9935698
4.385,801.340885211,1.04341261095,-2463.35240612,-1662.01152091
4.39,801.906116065,1.04414858863,-2463.93875013,-1662.03263407
4.395,803.586872023,1.04633707295,-2465.64508419,-1662.05821216
4.4,805.974045023,1.04944537112,-2468.07216124,-1662.09811621
4.405,808.465251686,1.0526891298,-2470.61195093,-1662.14669924
4.41,810.339973857,1.05513017429,-2472.52825264,-1662.18827878
4.415,810.976306645,1.05595873261,-2473.18636352,-1662.21005687
4.42,810.072528018,1.05478193752,-2472.27708335,-1662.20455533
4.425,807.736969504,1.05174084571,-2469.91252155,-1662.17555205
4.43,804.433373791,1.04743928879,-2466.56763178,-1662.13425799
4.435,800.830500622,1.04274804768,-2462.92231399,-1662.09181336
4.44,797.654354915,1.03861244129,-2459.70411883,-1662.04976391
4.445,795.577821841,1.03590862219,-2457.59704535,-1662.01922351
4.45,795.085698824,1.03526783701,-2457.09712337,-1662.01142454
4.455,796.283741511,1.03682778843,-2458.3238816,-1662.04014009
4.46,798.73923491,1.04002504546,-2460.8434049,-1662.10416999
4.465,801.56553435,1.04370512285,-2463.73437971,-1662.16884536
4.47,803.880543634,1.04671945786,-2466.07056999,-1662.19002635
4.475,805.361973862,1.04864840347,-2467.52140993,-1662.15943607
4.48,806.377449609,1.04997063751,-2468.47985268,-1662.10240307
4.485,807.658551268,1.05163873863,-2469.70982174,-1662.05127047
4.49,809.891220795,1.05454586041,-2471.90908825,-1662.01786745
4.495,813.439860023,1.0591664844,-2475.45634768,-1662.01648766
4.5,818.18755076,1.06534837339,-2480.23896891,-1662.05141815
4.505,823.530949101,1.07230592331,-2485.6364994,-1662.1055503
4.51,828.594989655,1.07889972611,-2490.74827091,-1662.15328125
4.515,832.604635178,1.08412061872,-2494.77619436,-1662.17155918
4.52,835.182003417,1.08747656695,-2497.34144368,-1662.15944026
4.525,836.410998908,1.08907682149,-2498.53756001,-1662.12656111
4.53,836.717004126,1.08947526579,-2498.8010632,-1662.08405908
4.535,836.664719278,1.08940718656,-2498.71099289,-1662.04627361
4.54,836.759371944,1.08953043222,-2498.78402964,-1662.02465769
4.545,837.295319307,1.09022828035,-2499.31537084,-1662.02005153
4.55,838.288965237,1.09152209015,-2500.32003106,-1662.03106583
4.555,839.497620081,1.09309585948,-2501.55425994,-1662.05663986
4.56,840.472720434,1.0943655214,-2502.56668815,-1662.09396771
4.565,840.61935148,1.09455644724,-2502.75598865,-1662.13663717
4.57,839.316108737,1.09285951658,-2501.48380234,-1662.1676936
4.575,836.151344512,1.08873872983,-2498.32182087,-1662.17047636
4.58,831.145226789,1.08222034738,-2493.28974556,-1662.14451878
4.585,824.797408674,1.07395495921,-2486.89969321,-1662.10228453
4.59,817.891664252,1.06496310449,-2479.95580501,-1662.06414076
4.595,811.194665083,1.05624305349,-2473.23052847,-1662.03586339
4.6,805.338927464,1.04861839514,-2467.34857909,-1662.00965162
4.605,800.904959599,1.04284499948,-2462.88418931,-1661.97922971
4.61,798.488207587,1.03969818696,-2460.44036771,-1661.95216012
4.615,798.553953266,1.03978379332,-2460.5016165,-1661.94766323
4.62,801.14480651,1.04315730014,-2463.12749342,-1661.98268691
4.625,805.713741062,1.04910643367,-2467.76240322,-1662.04866216
4.63,811.264845584,1.05633443435,-2473.38287632,-1662.11803073
4.635,816.70879599,1.06342291145,-2478.87989813,-1662.17110214
4.64,821.15491915,1.06921213431,-2483.35466871,-1662.19974956
4.645,824.078957667,1.07301947613,-2486.27634755,-1662.19738988
4.65,825.433636802,1.07478338125,-2487.59748575,-1662.16384895
4.655,825.635263862,1.07504591649,-2487.749492,-1662.11422814
4.66,825.372674068,1.07470400269,-2487.43848746,-1662.06581339
4.665,825.309216445,1.07462137558,-2487.34868939,-1662.03947294
4.67,825.853847157,1.07533053015,-2487.88962674,-1662.03577959
4.675,827.111983185,1.07696872811,-2489.1578101,-1662.04582691
4.68,828.946542394,1.07935747708,-2491.01371337,-1662.06717097
4.685,831.045299888,1.08209023423,-2493.14377711,-1662.09847723
4.69,832.94642883,1.08456566254,-2495.0836696,-1662.13724077
4.695,834.072783885,1.08603227068,-2496.24984365,-1662.17705976
4.7,833.867527461,1.08576500971,-2496.0674944,-1662.19996694
4.705,832.059972685,1.08341142277,-2494.24746109,-1662.1874884
4.71,828.889780133,1.07928356788,-2491.0299741,-1662.14019396
4.715,825.108597892,1.07436015351,-2487.18296709,-1662.07436919
4.72,821.731159511,1.06996244728,-2483.74607446,-1662.01491494
4.725,819.67879629,1.06729009934,-2481.65857252,-1661.97977623
4.73,819.481269979,1.06703290362,-2481.46268456,-1661.98141458
4.735,821.133856345,1.06918470878,-2483.14876654,-1662.0149102
4.74,824.133551268,1.07309056155,-2486.1993836,-1662.06583233
4.745,827.67636208,1.07770359646,-2489.79134096,-1662.11497888
4.75,830.967951574,1.08198952028,-2493.11325077,-1662.1452992
4.755,833.500188999,1.08528670443,-2495.64643409,-1662.14624509
4.76,835.163292158,1.08745220333,-2497.29252457,-1662.12923241
4.765,836.14173038,1.08872621143,-2498.24797911,-1662.10624873
4.77,836.739248674,1.08950423004,-2498.8215171,-1662.08226842
4.775,837.269261261,1.0901943506,-2499.33135161,-1662.06209034
4.78,837.975739111,1.09111424363,-2500.02685645,-1662.05111734
4.785,838.947256747,1.09237924056,-2501.00294984,-1662.0556931
4.79,840.062981013,1.09383200653,-2502.135531,-1662.07254999
4.795,840.991032969,1.09504040751,-2503.08892493,-1662.09789196
4.8,841.279101999,1.09541549739,-2503.4010807,-1662.12197871
4.805,840.512631244,1.0944174886,-2502.65006213,-1662.13743089
4.81,838.43572185,1.09171317949,-2500.57711861,-1662.14139676
4.815,835.018403938,1.08726354679,-2497.14639873,-1662.12799479
4.82,830.460795263,1.0813291605,-2492.56361581,-1662.10282055
4.825,825.189518999,1.07446551953,-2487.25443108,-1662.06491208
4.83,819.868052034,1.06753652609,-2481.87990048,-1662.01184844
4.835,815.341506668,1.06164258681,-2477.29955511,-1661.95804844
4.84,812.479167651,1.05791558288,-2474.39728583,-1661.91811818
4.845,811.923889368,1.05719256428,-2473.83074535,-1661.90685598
4.85,813.85368719,1.05970532186,-2475.78541573,-1661.93172854
4.855,817.909584051,1.06498643757,-2479.89283942,-1661.98325537
4.86,823.328734502,1.07204262305,-2485.37152777,-1662.04279327
4.865,829.240806259,1.07974063315,-2491.324365,-1662.08355875
4.87,834.967737009,1.08719757423,-2497.0725446,-1662.10480759
4.875,840.101210381,1.09388178435,-2502.22236371,-1662.12115332
4.88,844.308819514,1.09936044208,-2506.45763776,-1662.14881825
4.885,847.088627552,1.10297998379,-2509.28045074,-1662.19182319
4.89,847.791496171,1.10389517731,-2510.01874185,-1662.22724568
4.895,845.912828664,1.10144899566,-2508.1461869,-1662.23335824
4.9,841.384119896,1.09555223945,-2503.58780482,-1662.20368493
4.905,834.644931114,1.08677725405,-2496.79861331,-1662.1536822
4.91,826.538843399,1.07622245234,-2488.62430587,-1662.08546247
4.915,818.177444094,1.06533521366,-2480.18604835,-1662.00860426
4.92,810.804637099,1.05573520456,-2472.7371828,-1661.9325457
4.925,805.593171476,1.04894944203,-2467.47083862,-1661.87766715
4.93,803.370064564,1.04605477157,-2465.22821575,-1661.85815119
4.935,804.404807934,1.04740209366,-2466.28350239,-1661.87869446
4.94,808.360710063,1.05255300789,-2470.29345084,-1661.93274077
4.945,814.400092859,1.06041678758,-2476.4068514,-1662.00675854
4.95,821.361661006,1.06948132943,-2483.45094657,-1662.08928556
4.955,827.968971329,1.07808459808,-2490.13708229,-1662.16811096
4.96,833.047021571,1.08469664267,-2495.27062298,-1662.22360141
4.965,835.754426873,1.08822190999,-2497.99581675,-1662.24138988
4.97,835.792612681,1.08827163109,-2498.01428549,-1662.22167281
4.975,833.451280914,1.08522302202,-2495.62569886,-1662.17441795
4.98,829.406247582,1.07995605154,-2491.53370457,-1662.12745699
4.985,824.370857324,1.07339955381,-2486.47029817,-1662.09944085
4.99,818.813365821,1.06616323675,-2480.90751708,-1662.09415126
4.995,812.92641813,1.05849794027,-2475.02249474,-1662.09607661
5.0,806.817522907,1.05054364962,-2468.90273987,-1662.08521696
